Size,formula,normalized,normalizedSize
13,Box((((⊥ <-> Diamond((x && ⊥))) && (p --> z)) <-> ⊥)),Box(((((((((⊥ --> (Box((((x --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box((((x --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ((p --> z) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> (((((⊥ --> (Box((((x --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box((((x --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ((p --> z) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),92
13,((Box(!(q)) <-> (w <-> Diamond(x))) && (q || !(u))),(((((Box((q --> ⊥)) --> (((w --> (Box((x --> ⊥)) --> ⊥)) --> (((Box((x --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥)) --> (((((w --> (Box((x --> ⊥)) --> ⊥)) --> (((Box((x --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥) --> Box((q --> ⊥))) --> ⊥)) --> ⊥) --> (((q --> ⊥) --> (u --> ⊥)) --> ⊥)) --> ⊥),69
13,((!(t) || Diamond(t)) <-> !((Diamond(r) && (w || u)))),((((((t --> ⊥) --> ⊥) --> (Box((t --> ⊥)) --> ⊥)) --> ((((Box((r --> ⊥)) --> ⊥) --> (((w --> ⊥) --> u) --> ⊥)) --> ⊥) --> ⊥)) --> ((((((Box((r --> ⊥)) --> ⊥) --> (((w --> ⊥) --> u) --> ⊥)) --> ⊥) --> ⊥) --> (((t --> ⊥) --> ⊥) --> (Box((t --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),67
13,((Box(t) <-> Box(Diamond(Diamond(u)))) || (Diamond(⊥) || !(y))),(((((Box(t) --> Box((Box(((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ((Box((Box(((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> Box(t)) --> ⊥)) --> ⊥) --> ⊥) --> (((Box((⊥ --> ⊥)) --> ⊥) --> ⊥) --> (y --> ⊥))),50
13,((!(Box(r)) <-> ((q <-> ⊥) --> (s || w))) && z),((((((Box(r) --> ⊥) --> ((((q --> ⊥) --> ((⊥ --> q) --> ⊥)) --> ⊥) --> ((s --> ⊥) --> w))) --> ((((((q --> ⊥) --> ((⊥ --> q) --> ⊥)) --> ⊥) --> ((s --> ⊥) --> w)) --> (Box(r) --> ⊥)) --> ⊥)) --> ⊥) --> (z --> ⊥)) --> ⊥),55
13,Box((!(((s --> (Box(s) <-> w)) || z)) || !(v))),Box(((((((s --> (((Box(s) --> w) --> ((w --> Box(s)) --> ⊥)) --> ⊥)) --> ⊥) --> z) --> ⊥) --> ⊥) --> (v --> ⊥))),28
13,(((Box(p) && Box(s)) || Box(z)) <-> Diamond((w || s))),(((((((Box(p) --> (Box(s) --> ⊥)) --> ⊥) --> ⊥) --> Box(z)) --> (Box((((w --> ⊥) --> s) --> ⊥)) --> ⊥)) --> (((Box((((w --> ⊥) --> s) --> ⊥)) --> ⊥) --> ((((Box(p) --> (Box(s) --> ⊥)) --> ⊥) --> ⊥) --> Box(z))) --> ⊥)) --> ⊥),55
13,((!(z) --> w) <-> ((s && t) || (q || Box(x)))),(((((z --> ⊥) --> w) --> ((((s --> (t --> ⊥)) --> ⊥) --> ⊥) --> ((q --> ⊥) --> Box(x)))) --> ((((((s --> (t --> ⊥)) --> ⊥) --> ⊥) --> ((q --> ⊥) --> Box(x))) --> ((z --> ⊥) --> w)) --> ⊥)) --> ⊥),49
13,(Box(v) --> (((x || q) --> (w && v)) <-> !(u))),(Box(v) --> ((((((x --> ⊥) --> q) --> ((w --> (v --> ⊥)) --> ⊥)) --> (u --> ⊥)) --> (((u --> ⊥) --> (((x --> ⊥) --> q) --> ((w --> (v --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)),42
13,!((p && (x && (!(⊥) && !(Box(!(Box(v)))))))),(((p --> (((x --> ((((⊥ --> ⊥) --> ((Box((Box(v) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),29
13,(Diamond(p) || (Diamond(u) <-> Box(((w --> t) || !(s))))),(((Box((p --> ⊥)) --> ⊥) --> ⊥) --> ((((Box((u --> ⊥)) --> ⊥) --> Box((((w --> t) --> ⊥) --> (s --> ⊥)))) --> ((Box((((w --> t) --> ⊥) --> (s --> ⊥))) --> (Box((u --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),48
13,(((!((r || p)) --> Diamond(s)) <-> ⊥) && (z && u)),(((((((((r --> ⊥) --> p) --> ⊥) --> (Box((s --> ⊥)) --> ⊥)) --> ⊥) --> ((⊥ --> ((((r --> ⊥) --> p) --> ⊥) --> (Box((s --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> (((z --> (u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),49
13,(Box(Box(⊥)) && (Box(Box((t <-> ⊥))) && Box(Diamond(s)))),((Box(Box(⊥)) --> (((Box(Box((((t --> ⊥) --> ((⊥ --> t) --> ⊥)) --> ⊥))) --> (Box((Box((s --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),33
13,(Box(!((Diamond(Box(p)) --> Diamond((y && !(y)))))) && ⊥),((Box((((Box((Box(p) --> ⊥)) --> ⊥) --> (Box((((y --> ((y --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> (⊥ --> ⊥)) --> ⊥),31
13,Box(((w || s) --> Box(Diamond((!(p) --> (t && u)))))),Box((((w --> ⊥) --> s) --> Box((Box((((p --> ⊥) --> ((t --> (u --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)))),24
13,((q <-> Diamond(v)) && Diamond((s --> (Diamond(v) || !(u))))),(((((q --> (Box((v --> ⊥)) --> ⊥)) --> (((Box((v --> ⊥)) --> ⊥) --> q) --> ⊥)) --> ⊥) --> ((Box(((s --> (((Box((v --> ⊥)) --> ⊥) --> ⊥) --> (u --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),45
13,(Box((Box(Diamond(⊥)) || !(⊥))) <-> Diamond(Diamond((⊥ || z)))),(((Box(((Box((Box((⊥ --> ⊥)) --> ⊥)) --> ⊥) --> (⊥ --> ⊥))) --> (Box(((Box((((⊥ --> ⊥) --> z) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((Box((((⊥ --> ⊥) --> z) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> Box(((Box((Box((⊥ --> ⊥)) --> ⊥)) --> ⊥) --> (⊥ --> ⊥)))) --> ⊥)) --> ⊥),65
13,(((Diamond(p) --> !(y)) || Diamond(t)) && Diamond((t || w))),((((((Box((p --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥) --> (Box((t --> ⊥)) --> ⊥)) --> ((Box((((t --> ⊥) --> w) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),34
13,(!(w) && (((Diamond(q) --> !(⊥)) || q) && Diamond(s))),(((w --> ⊥) --> (((((((Box((q --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> q) --> ((Box((s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),33
13,((u --> Box(z)) --> (t || (z && (r && Diamond(⊥))))),((u --> Box(z)) --> ((t --> ⊥) --> ((z --> (((r --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),27
13,Box(!(((Box(!(Box(t))) || !(⊥)) && (x || v)))),Box((((((Box((Box(t) --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> (((x --> ⊥) --> v) --> ⊥)) --> ⊥) --> ⊥)),24
13,((s <-> ⊥) && (Box(!(((w || x) --> t))) && s)),(((((s --> ⊥) --> ((⊥ --> s) --> ⊥)) --> ⊥) --> (((Box(((((w --> ⊥) --> x) --> t) --> ⊥)) --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),32
13,(Diamond(!(z)) --> (t || Diamond((!((⊥ --> p)) || x)))),((Box(((z --> ⊥) --> ⊥)) --> ⊥) --> ((t --> ⊥) --> (Box((((((⊥ --> p) --> ⊥) --> ⊥) --> x) --> ⊥)) --> ⊥))),27
13,((!(x) --> Diamond((t --> x))) || (Diamond(!(v)) --> q)),((((x --> ⊥) --> (Box(((t --> x) --> ⊥)) --> ⊥)) --> ⊥) --> ((Box(((v --> ⊥) --> ⊥)) --> ⊥) --> q)),25
13,(!((Box(y) --> (!(y) && (y && v)))) --> Diamond(⊥)),(((Box(y) --> (((y --> ⊥) --> (((y --> (v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)),27
13,(!(!(!((!(⊥) --> (t && ⊥))))) --> (s || r)),((((((⊥ --> ⊥) --> ((t --> (⊥ --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ((s --> ⊥) --> r)),23
13,(x --> (Diamond((u <-> (Diamond(Diamond(w)) || Box(z)))) && s)),(x --> (((Box(((((u --> (((Box(((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> Box(z))) --> (((((Box(((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> Box(z)) --> u) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (s --> ⊥)) --> ⊥)),54
13,(!((⊥ && !(!(Box((z --> s)))))) --> (t --> u)),((((⊥ --> (((Box((z --> s)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (t --> u)),20
13,Box(((!(Box((⊥ --> Box(Diamond(q))))) || Diamond(p)) || w)),Box((((((Box((⊥ --> Box((Box((q --> ⊥)) --> ⊥)))) --> ⊥) --> ⊥) --> (Box((p --> ⊥)) --> ⊥)) --> ⊥) --> w)),26
13,(Diamond(x) --> (w --> Box((⊥ && Diamond((Box(v) && s)))))),((Box((x --> ⊥)) --> ⊥) --> (w --> Box(((⊥ --> ((Box((((Box(v) --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)))),29
13,((r --> v) && Box(((r --> q) --> Diamond((s <-> p))))),(((r --> v) --> (Box(((r --> q) --> (Box(((((s --> p) --> ((p --> s) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),29
13,(Box(!(Box(s))) && Diamond((Diamond(Box(p)) <-> (v <-> w)))),((Box((Box(s) --> ⊥)) --> ((Box((((((Box((Box(p) --> ⊥)) --> ⊥) --> (((v --> w) --> ((w --> v) --> ⊥)) --> ⊥)) --> (((((v --> w) --> ((w --> v) --> ⊥)) --> ⊥) --> (Box((Box(p) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),58
13,(Diamond((Box(q) <-> v)) && Diamond(((s && q) <-> !(u)))),(((Box(((((Box(q) --> v) --> ((v --> Box(q)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((Box(((((((s --> (q --> ⊥)) --> ⊥) --> (u --> ⊥)) --> (((u --> ⊥) --> ((s --> (q --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),55
13,((s && !(Box((x || t)))) --> Box(Diamond((p || z)))),(((s --> ((Box(((x --> ⊥) --> t)) --> ⊥) --> ⊥)) --> ⊥) --> Box((Box((((p --> ⊥) --> z) --> ⊥)) --> ⊥))),26
13,(!(!(Box((Box((p || s)) && q)))) --> (q <-> z)),(((Box(((Box(((p --> ⊥) --> s)) --> (q --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (((q --> z) --> ((z --> q) --> ⊥)) --> ⊥)),29
13,(!(Diamond(t)) --> !((Box((r || Box(x))) || !(r)))),(((Box((t --> ⊥)) --> ⊥) --> ⊥) --> (((Box(((r --> ⊥) --> Box(x))) --> ⊥) --> (r --> ⊥)) --> ⊥)),24
13,((v --> (q --> Box(⊥))) && Diamond(((v && ⊥) --> ⊥))),(((v --> (q --> Box(⊥))) --> ((Box(((((v --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),25
13,(Diamond(Box((⊥ <-> Box((Box(p) --> (y <-> q)))))) && ⊥),(((Box((Box((((⊥ --> Box((Box(p) --> (((y --> q) --> ((q --> y) --> ⊥)) --> ⊥)))) --> ((Box((Box(p) --> (((y --> q) --> ((q --> y) --> ⊥)) --> ⊥))) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥),51
13,(!((!(q) --> Box((!(q) || Box(x))))) || Diamond(z)),(((((q --> ⊥) --> Box((((q --> ⊥) --> ⊥) --> Box(x)))) --> ⊥) --> ⊥) --> (Box((z --> ⊥)) --> ⊥)),24
13,(((q && u) --> Box((u --> Box(s)))) --> !(Box(⊥))),((((q --> (u --> ⊥)) --> ⊥) --> Box((u --> Box(s)))) --> (Box(⊥) --> ⊥)),18
13,Box(Diamond((Box(p) && ((Box(p) <-> (⊥ <-> u)) && ⊥)))),Box((Box((((Box(p) --> ((((((Box(p) --> (((⊥ --> u) --> ((u --> ⊥) --> ⊥)) --> ⊥)) --> (((((⊥ --> u) --> ((u --> ⊥) --> ⊥)) --> ⊥) --> Box(p)) --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),52
13,(s --> Diamond(Box(!(Diamond(Box(((x && v) && Box(y)))))))),(s --> (Box((Box(((Box((Box(((((x --> (v --> ⊥)) --> ⊥) --> (Box(y) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)),30
13,Diamond(((u && ⊥) --> Diamond((y --> (Diamond(p) && !(⊥)))))),(Box(((((u --> (⊥ --> ⊥)) --> ⊥) --> (Box(((y --> (((Box((p --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),34
13,!(Box((Diamond(x) || (y || (t <-> (Diamond(v) <-> u)))))),(Box((((Box((x --> ⊥)) --> ⊥) --> ⊥) --> ((y --> ⊥) --> (((t --> ((((Box((v --> ⊥)) --> ⊥) --> u) --> ((u --> (Box((v --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ((((((Box((v --> ⊥)) --> ⊥) --> u) --> ((u --> (Box((v --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> t) --> ⊥)) --> ⊥)))) --> ⊥),67
13,Diamond(((Box(s) --> s) <-> ((q && x) --> !(Box(u))))),(Box((((((Box(s) --> s) --> (((q --> (x --> ⊥)) --> ⊥) --> (Box(u) --> ⊥))) --> (((((q --> (x --> ⊥)) --> ⊥) --> (Box(u) --> ⊥)) --> (Box(s) --> s)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),44
13,Diamond(!((Box(⊥) <-> (Diamond(u) && Box((Box(z) <-> y)))))),(Box((((((Box(⊥) --> (((Box((u --> ⊥)) --> ⊥) --> (Box((((Box(z) --> y) --> ((y --> Box(z)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> (((((Box((u --> ⊥)) --> ⊥) --> (Box((((Box(z) --> y) --> ((y --> Box(z)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),68
13,Diamond(Box(Box(((Box(w) && !(Diamond(Box(p)))) --> !(u))))),(Box((Box(Box((((Box(w) --> (((Box((Box(p) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> (u --> ⊥)))) --> ⊥)) --> ⊥),27
13,Diamond((!((t && r)) && (!(⊥) || (Diamond(p) --> ⊥)))),(Box(((((((t --> (r --> ⊥)) --> ⊥) --> ⊥) --> ((((⊥ --> ⊥) --> ⊥) --> ((Box((p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),33
13,Diamond((t && !((Diamond(z) && (Diamond(w) && (z && s)))))),(Box((((t --> (((((Box((z --> ⊥)) --> ⊥) --> ((((Box((w --> ⊥)) --> ⊥) --> (((z --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),42
13,Diamond(Box(!(((x <-> Diamond(⊥)) --> (Box(Box(v)) --> t))))),(Box((Box((((((x --> (Box((⊥ --> ⊥)) --> ⊥)) --> (((Box((⊥ --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥) --> (Box(Box(v)) --> t)) --> ⊥)) --> ⊥)) --> ⊥),35
13,Diamond(!(((x --> p) && ((⊥ && r) || (z <-> w))))),(Box((((((x --> p) --> (((((⊥ --> (r --> ⊥)) --> ⊥) --> ⊥) --> (((z --> w) --> ((w --> z) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),36
13,Diamond((((s && Diamond(s)) && ⊥) || !((Box(x) || ⊥)))),(Box((((((((s --> ((Box((s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> (((Box(x) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),34
13,Diamond(((Box(s) --> !((w || Diamond(⊥)))) --> (y && v))),(Box((((Box(s) --> (((w --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ((y --> (v --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),28
13,Diamond((((z <-> ⊥) || v) || (⊥ && (⊥ --> Diamond(⊥))))),(Box(((((((((z --> ⊥) --> ((⊥ --> z) --> ⊥)) --> ⊥) --> ⊥) --> v) --> ⊥) --> ((⊥ --> ((⊥ --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),37
13,Diamond(!(!(((x --> (q || Box(!(p)))) --> Diamond(y))))),(Box((((((x --> ((q --> ⊥) --> Box((p --> ⊥)))) --> (Box((y --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),26
13,Diamond((Box((⊥ <-> s)) --> ((z && z) || (u || u)))),(Box(((Box((((⊥ --> s) --> ((s --> ⊥) --> ⊥)) --> ⊥)) --> ((((z --> (z --> ⊥)) --> ⊥) --> ⊥) --> ((u --> ⊥) --> u))) --> ⊥)) --> ⊥),33
13,!(Box((Box((v || (p --> Box((z && ⊥))))) --> v))),(Box((Box(((v --> ⊥) --> (p --> Box(((z --> (⊥ --> ⊥)) --> ⊥))))) --> v)) --> ⊥),20
13,,,-1
13,,,-1
13,,,-1
14,!(((u <-> Diamond(!(!(p)))) && (Diamond(Diamond(⊥)) <-> Diamond(w)))),((((((u --> (Box((((p --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box((((p --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> u) --> ⊥)) --> ⊥) --> (((((Box(((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box((w --> ⊥)) --> ⊥)) --> (((Box((w --> ⊥)) --> ⊥) --> (Box(((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),77
14,(Diamond((Diamond(z) <-> z)) --> ((s && Diamond(q)) <-> (t <-> ⊥))),((Box((((((Box((z --> ⊥)) --> ⊥) --> z) --> ((z --> (Box((z --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((((s --> ((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((t --> ⊥) --> ((⊥ --> t) --> ⊥)) --> ⊥)) --> (((((t --> ⊥) --> ((⊥ --> t) --> ⊥)) --> ⊥) --> ((s --> ((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),80
14,(Box(!(t)) <-> (!((p && Box(p))) <-> !((y || r)))),(((Box((t --> ⊥)) --> ((((((p --> (Box(p) --> ⊥)) --> ⊥) --> ⊥) --> (((y --> ⊥) --> r) --> ⊥)) --> (((((y --> ⊥) --> r) --> ⊥) --> (((p --> (Box(p) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ((((((((p --> (Box(p) --> ⊥)) --> ⊥) --> ⊥) --> (((y --> ⊥) --> r) --> ⊥)) --> (((((y --> ⊥) --> r) --> ⊥) --> (((p --> (Box(p) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> Box((t --> ⊥))) --> ⊥)) --> ⊥),97
14,(Box(!(Diamond(!((Box(⊥) --> p))))) <-> (w <-> Diamond(Diamond(y)))),(((Box(((Box((((Box(⊥) --> p) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> (((w --> (Box(((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥)) --> (((((w --> (Box(((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥) --> Box(((Box((((Box(⊥) --> p) --> ⊥) --> ⊥)) --> ⊥) --> ⊥))) --> ⊥)) --> ⊥),97
14,(((u && x) || Box((Diamond(t) <-> r))) <-> (⊥ || Diamond(v))),(((((((u --> (x --> ⊥)) --> ⊥) --> ⊥) --> Box(((((Box((t --> ⊥)) --> ⊥) --> r) --> ((r --> (Box((t --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥))) --> ((⊥ --> ⊥) --> (Box((v --> ⊥)) --> ⊥))) --> ((((⊥ --> ⊥) --> (Box((v --> ⊥)) --> ⊥)) --> ((((u --> (x --> ⊥)) --> ⊥) --> ⊥) --> Box(((((Box((t --> ⊥)) --> ⊥) --> r) --> ((r --> (Box((t --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)))) --> ⊥)) --> ⊥),91
14,(Diamond(!(t)) <-> (((w <-> Diamond(z)) --> !(q)) || !(t))),((((Box(((t --> ⊥) --> ⊥)) --> ⊥) --> ((((((w --> (Box((z --> ⊥)) --> ⊥)) --> (((Box((z --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥) --> (q --> ⊥)) --> ⊥) --> (t --> ⊥))) --> ((((((((w --> (Box((z --> ⊥)) --> ⊥)) --> (((Box((z --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥) --> (q --> ⊥)) --> ⊥) --> (t --> ⊥)) --> (Box(((t --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),85
14,(!(Diamond(((Diamond(p) --> v) && (!(p) --> Diamond(q))))) || ⊥),((((Box((((((Box((p --> ⊥)) --> ⊥) --> v) --> (((p --> ⊥) --> (Box((q --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ⊥),34
14,((Box(t) --> (q <-> (s <-> Diamond(p)))) && (Diamond(y) || u)),(((Box(t) --> (((q --> (((s --> (Box((p --> ⊥)) --> ⊥)) --> (((Box((p --> ⊥)) --> ⊥) --> s) --> ⊥)) --> ⊥)) --> (((((s --> (Box((p --> ⊥)) --> ⊥)) --> (((Box((p --> ⊥)) --> ⊥) --> s) --> ⊥)) --> ⊥) --> q) --> ⊥)) --> ⊥)) --> ((((Box((y --> ⊥)) --> ⊥) --> ⊥) --> u) --> ⊥)) --> ⊥),69
14,((Diamond(u) || (w || (p || Diamond(Diamond(q))))) <-> (p <-> ⊥)),((((((Box((u --> ⊥)) --> ⊥) --> ⊥) --> ((w --> ⊥) --> ((p --> ⊥) --> (Box(((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)))) --> (((p --> ⊥) --> ((⊥ --> p) --> ⊥)) --> ⊥)) --> (((((p --> ⊥) --> ((⊥ --> p) --> ⊥)) --> ⊥) --> (((Box((u --> ⊥)) --> ⊥) --> ⊥) --> ((w --> ⊥) --> ((p --> ⊥) --> (Box(((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))))) --> ⊥)) --> ⊥),85
14,(Box(Box(p)) || (Box((q --> (Diamond(t) && Diamond(z)))) --> t)),((Box(Box(p)) --> ⊥) --> (Box((q --> (((Box((t --> ⊥)) --> ⊥) --> ((Box((z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> t)),28
14,(Box(q) --> Box(Box((Diamond(q) && Box(Box((Box(⊥) && ⊥))))))),(Box(q) --> Box(Box((((Box((q --> ⊥)) --> ⊥) --> (Box(Box(((Box(⊥) --> (⊥ --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)))),26
14,((Box((x <-> Diamond(s))) --> Diamond((u --> Diamond(Diamond(y))))) <-> s),((((Box((((x --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥)) --> (Box(((u --> (Box(((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> s) --> ((s --> (Box((((x --> (Box((s --> ⊥)) --> ⊥)) --> (((Box((s --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥)) --> (Box(((u --> (Box(((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),91
14,(q <-> ((Box(!(!(Diamond(Box(y))))) --> Diamond(Box(t))) <-> ⊥)),(((q --> ((((Box((((Box((Box(y) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> (Box((Box(t) --> ⊥)) --> ⊥)) --> ⊥) --> ((⊥ --> (Box((((Box((Box(y) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> (Box((Box(t) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> ((((((Box((((Box((Box(y) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> (Box((Box(t) --> ⊥)) --> ⊥)) --> ⊥) --> ((⊥ --> (Box((((Box((Box(y) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> (Box((Box(t) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> q) --> ⊥)) --> ⊥),107
14,Box((Box(w) && ((r && s) --> (Diamond(v) --> Box(Diamond(s)))))),Box(((Box(w) --> ((((r --> (s --> ⊥)) --> ⊥) --> ((Box((v --> ⊥)) --> ⊥) --> Box((Box((s --> ⊥)) --> ⊥)))) --> ⊥)) --> ⊥)),30
14,(Diamond(y) <-> (!(!(r)) --> ((x && x) --> Diamond(Diamond(⊥))))),((((Box((y --> ⊥)) --> ⊥) --> (((r --> ⊥) --> ⊥) --> (((x --> (x --> ⊥)) --> ⊥) --> (Box(((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)))) --> (((((r --> ⊥) --> ⊥) --> (((x --> (x --> ⊥)) --> ⊥) --> (Box(((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> (Box((y --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),69
