Size,formula,normalized,normalizedSize
14,!((((!(r) --> p) <-> (p <-> r)) --> (Box(w) --> y))),(((((((r --> ⊥) --> p) --> (((p --> r) --> ((r --> p) --> ⊥)) --> ⊥)) --> (((((p --> r) --> ((r --> p) --> ⊥)) --> ⊥) --> ((r --> ⊥) --> p)) --> ⊥)) --> ⊥) --> (Box(w) --> y)) --> ⊥),46
14,!(((⊥ || t) && ((s --> !(r)) && (!(v) <-> t)))),(((((⊥ --> ⊥) --> t) --> ((((s --> (r --> ⊥)) --> (((((v --> ⊥) --> t) --> ((t --> (v --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),37
14,((!(Box((v && Diamond(s)))) || (Diamond(w) --> t)) && !(z)),(((((Box(((v --> ((Box((s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ((Box((w --> ⊥)) --> ⊥) --> t)) --> ((z --> ⊥) --> ⊥)) --> ⊥),34
14,(r || Box(((Box(y) && r) && ((⊥ --> ⊥) <-> !(⊥))))),((r --> ⊥) --> Box(((((Box(y) --> (r --> ⊥)) --> ⊥) --> (((((⊥ --> ⊥) --> (⊥ --> ⊥)) --> (((⊥ --> ⊥) --> (⊥ --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))),37
14,(!(r) || ((Diamond(!(z)) && ⊥) || (Box(z) || Diamond(q)))),(((r --> ⊥) --> ⊥) --> (((((Box(((z --> ⊥) --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ((Box(z) --> ⊥) --> (Box((q --> ⊥)) --> ⊥)))),34
14,(Diamond(z) --> ((y || ⊥) --> (!((v && ⊥)) && !(⊥)))),((Box((z --> ⊥)) --> ⊥) --> (((y --> ⊥) --> ⊥) --> (((((v --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥))),30
14,((Diamond((⊥ || ⊥)) || (Box(y) --> y)) --> Box((y && x))),((((Box((((⊥ --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box(y) --> y)) --> Box(((y --> (x --> ⊥)) --> ⊥))),26
14,((Diamond(⊥) --> ⊥) || (Box(p) --> ((x && u) --> !(u)))),((((Box((⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> (Box(p) --> (((x --> (u --> ⊥)) --> ⊥) --> (u --> ⊥)))),25
14,((Box(y) || Box(w)) || (Box(⊥) --> (!(v) && Box(x)))),((((Box(y) --> ⊥) --> Box(w)) --> ⊥) --> (Box(⊥) --> (((v --> ⊥) --> (Box(x) --> ⊥)) --> ⊥))),23
14,(!(⊥) || ((q <-> ((v && w) <-> (s || p))) --> y)),(((⊥ --> ⊥) --> ⊥) --> ((((q --> (((((v --> (w --> ⊥)) --> ⊥) --> ((s --> ⊥) --> p)) --> ((((s --> ⊥) --> p) --> ((v --> (w --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> (((((((v --> (w --> ⊥)) --> ⊥) --> ((s --> ⊥) --> p)) --> ((((s --> ⊥) --> p) --> ((v --> (w --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> q) --> ⊥)) --> ⊥) --> y)),79
15,(!(((x <-> (Diamond(r) <-> r)) --> (r --> q))) <-> Box(!(p))),((((((((x --> ((((Box((r --> ⊥)) --> ⊥) --> r) --> ((r --> (Box((r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ((((((Box((r --> ⊥)) --> ⊥) --> r) --> ((r --> (Box((r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥) --> (r --> q)) --> ⊥) --> Box((p --> ⊥))) --> ((Box((p --> ⊥)) --> (((((x --> ((((Box((r --> ⊥)) --> ⊥) --> r) --> ((r --> (Box((r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ((((((Box((r --> ⊥)) --> ⊥) --> r) --> ((r --> (Box((r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥) --> (r --> q)) --> ⊥)) --> ⊥)) --> ⊥),129
15,Box(Box((Box(((Box(q) && ⊥) || (⊥ && (z && y)))) && y))),Box(Box(((Box(((((Box(q) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> (((z --> (y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> (y --> ⊥)) --> ⊥))),33
15,!((Diamond(Box(s)) <-> Box((Diamond((v && q)) && Box((z --> t)))))),(((((Box((Box(s) --> ⊥)) --> ⊥) --> Box((((Box((((v --> (q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box((z --> t)) --> ⊥)) --> ⊥))) --> ((Box((((Box((((v --> (q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box((z --> t)) --> ⊥)) --> ⊥)) --> (Box((Box(s) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),67
15,Box(((!(Diamond(v)) && Diamond(q)) --> Box(Diamond(Diamond((Box(v) && z)))))),Box((((((Box((v --> ⊥)) --> ⊥) --> ⊥) --> ((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> Box((Box(((Box((((Box(v) --> (z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)))),40
15,(!(!(!((w <-> (y --> !(w)))))) <-> ((⊥ --> r) || ⊥)),(((((((((w --> (y --> (w --> ⊥))) --> (((y --> (w --> ⊥)) --> w) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> (((⊥ --> r) --> ⊥) --> ⊥)) --> (((((⊥ --> r) --> ⊥) --> ⊥) --> ((((((w --> (y --> (w --> ⊥))) --> (((y --> (w --> ⊥)) --> w) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),71
15,(Diamond((Diamond(w) && r)) --> !((Diamond(u) && Box(Diamond(Box(!(⊥))))))),((Box(((((Box((w --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((((Box((u --> ⊥)) --> ⊥) --> (Box((Box((Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)),41
15,((⊥ || r) <-> Diamond(!((z || Box(Diamond(!((s && !(x))))))))),(((((⊥ --> ⊥) --> r) --> (Box(((((z --> ⊥) --> Box((Box(((((s --> ((x --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((((z --> ⊥) --> Box((Box(((((s --> ((x --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥) --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> r)) --> ⊥)) --> ⊥),73
15,((z <-> s) --> ((⊥ || Diamond(q)) --> (⊥ && !((w && ⊥))))),((((z --> s) --> ((s --> z) --> ⊥)) --> ⊥) --> (((⊥ --> ⊥) --> (Box((q --> ⊥)) --> ⊥)) --> ((⊥ --> ((((w --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥))),38
15,Box(!(((Box(p) <-> (!(q) || q)) || (⊥ || (t <-> t))))),Box(((((((Box(p) --> (((q --> ⊥) --> ⊥) --> q)) --> (((((q --> ⊥) --> ⊥) --> q) --> Box(p)) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ⊥) --> (((t --> t) --> ((t --> t) --> ⊥)) --> ⊥))) --> ⊥)),46
15,!((((Box(z) <-> (⊥ --> Diamond(t))) --> !(u)) || (x <-> ⊥))),(((((((Box(z) --> (⊥ --> (Box((t --> ⊥)) --> ⊥))) --> (((⊥ --> (Box((t --> ⊥)) --> ⊥)) --> Box(z)) --> ⊥)) --> ⊥) --> (u --> ⊥)) --> ⊥) --> (((x --> ⊥) --> ((⊥ --> x) --> ⊥)) --> ⊥)) --> ⊥),47
15,(Diamond((r || ⊥)) || (!(⊥) && ((⊥ <-> ⊥) --> Box(Diamond(⊥))))),(((Box((((r --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (((⊥ --> ⊥) --> (((((⊥ --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> Box((Box((⊥ --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)),40
15,(!(Box((Box(q) <-> w))) || (Box(q) --> (Box(⊥) && Box(x)))),(((Box((((Box(q) --> w) --> ((w --> Box(q)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (Box(q) --> ((Box(⊥) --> (Box(x) --> ⊥)) --> ⊥))),31
15,((Diamond(Box(Diamond(!(p)))) --> Diamond(w)) || (Box(Diamond(⊥)) --> Box(⊥))),((((Box((Box((Box(((p --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (Box((w --> ⊥)) --> ⊥)) --> ⊥) --> (Box((Box((⊥ --> ⊥)) --> ⊥)) --> Box(⊥))),34
15,!((Box(((!(⊥) || Diamond(t)) && Diamond(Box(!(⊥))))) --> !(u))),((Box((((((⊥ --> ⊥) --> ⊥) --> (Box((t --> ⊥)) --> ⊥)) --> ((Box((Box((⊥ --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (u --> ⊥)) --> ⊥),33
15,((r && Box(p)) --> ((Diamond(!(y)) <-> !(u)) --> (w --> w))),(((r --> (Box(p) --> ⊥)) --> ⊥) --> (((((Box(((y --> ⊥) --> ⊥)) --> ⊥) --> (u --> ⊥)) --> (((u --> ⊥) --> (Box(((y --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (w --> w))),42
15,(!(v) || Box((Box(Diamond(Box(Box(Diamond(q))))) --> Box((⊥ --> v))))),(((v --> ⊥) --> ⊥) --> Box((Box((Box((Box(Box((Box((q --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> Box((⊥ --> v))))),26
16,Box((!(!(Box((⊥ || (⊥ <-> y))))) --> (Box(s) || Box(Box(q))))),Box((((Box(((⊥ --> ⊥) --> (((⊥ --> y) --> ((y --> ⊥) --> ⊥)) --> ⊥))) --> ⊥) --> ⊥) --> ((Box(s) --> ⊥) --> Box(Box(q))))),30
16,(((w --> w) --> (Diamond(Diamond(Diamond(⊥))) <-> !((r <-> s)))) || Box(t)),((((w --> w) --> ((((Box(((Box(((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((((r --> s) --> ((s --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ((((((r --> s) --> ((s --> r) --> ⊥)) --> ⊥) --> ⊥) --> (Box(((Box(((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> Box(t)),74
16,(y --> Box(((Diamond(Diamond(!(t))) || ⊥) || Box((!(u) --> Box(x)))))),(y --> Box((((((Box(((Box(((t --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> Box(((u --> ⊥) --> Box(x)))))),30
16,Box((Diamond(Box(!(Box(w)))) --> Box(!(!(!((Diamond(Box(r)) || w))))))),Box(((Box((Box((Box(w) --> ⊥)) --> ⊥)) --> ⊥) --> Box(((((((Box((Box(r) --> ⊥)) --> ⊥) --> ⊥) --> w) --> ⊥) --> ⊥) --> ⊥)))),30
16,((Box(z) <-> q) --> ((p <-> (q --> x)) --> !((Box(⊥) <-> w)))),((((Box(z) --> q) --> ((q --> Box(z)) --> ⊥)) --> ⊥) --> ((((p --> (q --> x)) --> (((q --> x) --> p) --> ⊥)) --> ⊥) --> ((((Box(⊥) --> w) --> ((w --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥))),45
16,(((z <-> z) || r) --> (!((Diamond(⊥) && (p <-> Diamond(t)))) && ⊥)),((((((z --> z) --> ((z --> z) --> ⊥)) --> ⊥) --> ⊥) --> r) --> ((((((Box((⊥ --> ⊥)) --> ⊥) --> ((((p --> (Box((t --> ⊥)) --> ⊥)) --> (((Box((t --> ⊥)) --> ⊥) --> p) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥)),56
16,((((x || q) <-> (v || Box(⊥))) <-> (v --> ⊥)) || (⊥ && y)),((((((((((x --> ⊥) --> q) --> ((v --> ⊥) --> Box(⊥))) --> ((((v --> ⊥) --> Box(⊥)) --> ((x --> ⊥) --> q)) --> ⊥)) --> ⊥) --> (v --> ⊥)) --> (((v --> ⊥) --> (((((x --> ⊥) --> q) --> ((v --> ⊥) --> Box(⊥))) --> ((((v --> ⊥) --> Box(⊥)) --> ((x --> ⊥) --> q)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> (y --> ⊥)) --> ⊥)),81
16,((Diamond((x <-> (Diamond(u) --> q))) || (⊥ || Box(s))) || Diamond(Diamond(v))),(((((Box(((((x --> ((Box((u --> ⊥)) --> ⊥) --> q)) --> ((((Box((u --> ⊥)) --> ⊥) --> q) --> x) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ⊥) --> Box(s))) --> ⊥) --> (Box(((Box((v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),53
16,((Diamond((Diamond(u) <-> !(Diamond(u)))) || !((!(q) && v))) || Box(⊥)),(((((Box((((((Box((u --> ⊥)) --> ⊥) --> ((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ((((Box((u --> ⊥)) --> ⊥) --> ⊥) --> (Box((u --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((((q --> ⊥) --> (v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> Box(⊥)),59
16,(((r <-> w) <-> Box(⊥)) || ((!((⊥ && y)) || Box(q)) || q)),((((((((r --> w) --> ((w --> r) --> ⊥)) --> ⊥) --> Box(⊥)) --> ((Box(⊥) --> (((r --> w) --> ((w --> r) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (((((((⊥ --> (y --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> Box(q)) --> ⊥) --> q)),54
16,!((((((⊥ || Box(q)) <-> Diamond(z)) --> Box(!(w))) || p) && s)),(((((((((((⊥ --> ⊥) --> Box(q)) --> (Box((z --> ⊥)) --> ⊥)) --> (((Box((z --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> Box(q))) --> ⊥)) --> ⊥) --> Box((w --> ⊥))) --> ⊥) --> p) --> (s --> ⊥)) --> ⊥) --> ⊥),48
16,((!((r || (t || ⊥))) <-> (⊥ --> (q || u))) --> (y --> ⊥)),(((((((r --> ⊥) --> ((t --> ⊥) --> ⊥)) --> ⊥) --> (⊥ --> ((q --> ⊥) --> u))) --> (((⊥ --> ((q --> ⊥) --> u)) --> (((r --> ⊥) --> ((t --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (y --> ⊥)),47
16,((((q --> w) || t) && (v --> (r <-> q))) || (Box(t) <-> q)),(((((((q --> w) --> ⊥) --> t) --> ((v --> (((r --> q) --> ((q --> r) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> (((Box(t) --> q) --> ((q --> Box(t)) --> ⊥)) --> ⊥)),41
16,!((((Diamond(Box(y)) <-> (!(t) || !(⊥))) || x) --> (s && p))),((((((((Box((Box(y) --> ⊥)) --> ⊥) --> (((t --> ⊥) --> ⊥) --> (⊥ --> ⊥))) --> (((((t --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> (Box((Box(y) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥) --> x) --> ((s --> (p --> ⊥)) --> ⊥)) --> ⊥),53
16,(Diamond((Box(⊥) <-> (⊥ --> t))) || (Box(⊥) || (!(p) <-> Box(q)))),(((Box(((((Box(⊥) --> (⊥ --> t)) --> (((⊥ --> t) --> Box(⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((Box(⊥) --> ⊥) --> ((((p --> ⊥) --> Box(q)) --> ((Box(q) --> (p --> ⊥)) --> ⊥)) --> ⊥))),47
16,((p && !(q)) --> ((⊥ && r) <-> (!(Box(⊥)) || (v --> p)))),(((p --> ((q --> ⊥) --> ⊥)) --> ⊥) --> (((((⊥ --> (r --> ⊥)) --> ⊥) --> (((Box(⊥) --> ⊥) --> ⊥) --> (v --> p))) --> (((((Box(⊥) --> ⊥) --> ⊥) --> (v --> p)) --> ((⊥ --> (r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),51
16,((!(⊥) --> ⊥) <-> !((!((Box(Diamond(z)) || (u || ⊥))) && y))),(((((⊥ --> ⊥) --> ⊥) --> ((((((Box((Box((z --> ⊥)) --> ⊥)) --> ⊥) --> ((u --> ⊥) --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥) --> ⊥)) --> ((((((((Box((Box((z --> ⊥)) --> ⊥)) --> ⊥) --> ((u --> ⊥) --> ⊥)) --> ⊥) --> (y --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),67
16,(Box((Diamond(s) || (p || ⊥))) || ((v --> ⊥) <-> (p --> !(⊥)))),((Box((((Box((s --> ⊥)) --> ⊥) --> ⊥) --> ((p --> ⊥) --> ⊥))) --> ⊥) --> ((((v --> ⊥) --> (p --> (⊥ --> ⊥))) --> (((p --> (⊥ --> ⊥)) --> (v --> ⊥)) --> ⊥)) --> ⊥)),41
16,(!(!((Diamond((r || s)) && !(((s || v) || !(q)))))) --> q),((((((Box((((r --> ⊥) --> s) --> ⊥)) --> ⊥) --> ((((((s --> ⊥) --> v) --> ⊥) --> (q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> q),34
16,(Box(z) || Diamond((t --> (Box(Box((y --> !((⊥ || t))))) || u)))),((Box(z) --> ⊥) --> (Box(((t --> ((Box(Box((y --> (((⊥ --> ⊥) --> t) --> ⊥)))) --> ⊥) --> u)) --> ⊥)) --> ⊥)),27
16,(((!(Diamond(⊥)) || (u || ⊥)) || Box((q --> !(⊥)))) || Box(q)),((((((((Box((⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ((u --> ⊥) --> ⊥)) --> ⊥) --> Box((q --> (⊥ --> ⊥)))) --> ⊥) --> Box(q)),30
16,((x <-> t) --> (((Diamond(⊥) && ⊥) --> Diamond(y)) --> (⊥ --> Diamond(w)))),((((x --> t) --> ((t --> x) --> ⊥)) --> ⊥) --> (((((Box((⊥ --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> (Box((y --> ⊥)) --> ⊥)) --> (⊥ --> (Box((w --> ⊥)) --> ⊥)))),40
16,((⊥ || !(v)) --> ((Box(Box(⊥)) <-> Diamond((Box(y) && q))) && r)),(((⊥ --> ⊥) --> (v --> ⊥)) --> (((((Box(Box(⊥)) --> (Box((((Box(y) --> (q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box((((Box(y) --> (q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> Box(Box(⊥))) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥)),53
16,(Diamond(((⊥ --> y) --> (q --> p))) || ((Diamond(⊥) --> !(x)) || r)),(((Box((((⊥ --> y) --> (q --> p)) --> ⊥)) --> ⊥) --> ⊥) --> ((((Box((⊥ --> ⊥)) --> ⊥) --> (x --> ⊥)) --> ⊥) --> r)),29
17,(((Box(z) && ⊥) || Diamond(y)) <-> (s && ((x || !(q)) <-> Box(w)))),(((((((Box(z) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> (Box((y --> ⊥)) --> ⊥)) --> ((s --> ((((((x --> ⊥) --> (q --> ⊥)) --> Box(w)) --> ((Box(w) --> ((x --> ⊥) --> (q --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ((((s --> ((((((x --> ⊥) --> (q --> ⊥)) --> Box(w)) --> ((Box(w) --> ((x --> ⊥) --> (q --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((((Box(z) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> (Box((y --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),103
17,(Diamond(Diamond(Diamond(s))) --> ((r && (y && s)) <-> ((q || s) || Diamond(s)))),((Box(((Box(((Box((s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((((r --> (((y --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((((q --> ⊥) --> s) --> ⊥) --> (Box((s --> ⊥)) --> ⊥))) --> ((((((q --> ⊥) --> s) --> ⊥) --> (Box((s --> ⊥)) --> ⊥)) --> ((r --> (((y --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),78
17,((u <-> Box(Diamond(!(w)))) || (Box(Diamond(Diamond(w))) <-> ((t <-> p) || u))),(((((u --> Box((Box(((w --> ⊥) --> ⊥)) --> ⊥))) --> ((Box((Box(((w --> ⊥) --> ⊥)) --> ⊥)) --> u) --> ⊥)) --> ⊥) --> ⊥) --> (((Box((Box(((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((((t --> p) --> ((p --> t) --> ⊥)) --> ⊥) --> ⊥) --> u)) --> (((((((t --> p) --> ((p --> t) --> ⊥)) --> ⊥) --> ⊥) --> u) --> Box((Box(((Box((w --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)),91
17,(((u --> z) || Box((Diamond(z) || Diamond(w)))) <-> (r <-> (r || Box(w)))),((((((u --> z) --> ⊥) --> Box((((Box((z --> ⊥)) --> ⊥) --> ⊥) --> (Box((w --> ⊥)) --> ⊥)))) --> (((r --> ((r --> ⊥) --> Box(w))) --> ((((r --> ⊥) --> Box(w)) --> r) --> ⊥)) --> ⊥)) --> (((((r --> ((r --> ⊥) --> Box(w))) --> ((((r --> ⊥) --> Box(w)) --> r) --> ⊥)) --> ⊥) --> (((u --> z) --> ⊥) --> Box((((Box((z --> ⊥)) --> ⊥) --> ⊥) --> (Box((w --> ⊥)) --> ⊥))))) --> ⊥)) --> ⊥),93
17,(!((u && (!(z) && z))) --> ((!((⊥ <-> z)) && Box(s)) <-> y)),((((u --> ((((z --> ⊥) --> (z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (((((((((⊥ --> z) --> ((z --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box(s) --> ⊥)) --> ⊥) --> y) --> ((y --> ((((((⊥ --> z) --> ((z --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box(s) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),67
17,(Diamond(((w <-> Box(q)) && (p && Box(p)))) --> Diamond(Box((⊥ || Diamond(s))))),((Box(((((((w --> Box(q)) --> ((Box(q) --> w) --> ⊥)) --> ⊥) --> (((p --> (Box(p) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box((Box(((⊥ --> ⊥) --> (Box((s --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)),48
17,Box(((((⊥ && z) --> u) || Box(Box(w))) && Box(Box(Diamond((z || z)))))),Box((((((((⊥ --> (z --> ⊥)) --> ⊥) --> u) --> ⊥) --> Box(Box(w))) --> (Box(Box((Box((((z --> ⊥) --> z) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)),33
17,((t --> (Diamond((x --> Diamond(⊥))) --> (Diamond(v) <-> !(⊥)))) || (w <-> z)),(((t --> ((Box(((x --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ((((Box((v --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> (((⊥ --> ⊥) --> (Box((v --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥))) --> ⊥) --> (((w --> z) --> ((z --> w) --> ⊥)) --> ⊥)),55
17,(((Diamond(w) || !(x)) --> Diamond(!(v))) <-> ((x && Box(x)) || Box(s))),(((((((Box((w --> ⊥)) --> ⊥) --> ⊥) --> (x --> ⊥)) --> (Box(((v --> ⊥) --> ⊥)) --> ⊥)) --> ((((x --> (Box(x) --> ⊥)) --> ⊥) --> ⊥) --> Box(s))) --> ((((((x --> (Box(x) --> ⊥)) --> ⊥) --> ⊥) --> Box(s)) --> ((((Box((w --> ⊥)) --> ⊥) --> ⊥) --> (x --> ⊥)) --> (Box(((v --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),75
17,(!(!((!((!(p) || ⊥)) && ⊥))) <-> !(((y && z) || Box(x)))),(((((((((((p --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> (((((y --> (z --> ⊥)) --> ⊥) --> ⊥) --> Box(x)) --> ⊥)) --> (((((((y --> (z --> ⊥)) --> ⊥) --> ⊥) --> Box(x)) --> ⊥) --> ((((((((p --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),73
17,((Diamond(!((⊥ <-> (q || !(u))))) || (⊥ <-> Box(Box(y)))) <-> Box(s)),((((((Box((((((⊥ --> ((q --> ⊥) --> (u --> ⊥))) --> ((((q --> ⊥) --> (u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (((⊥ --> Box(Box(y))) --> ((Box(Box(y)) --> ⊥) --> ⊥)) --> ⊥)) --> Box(s)) --> ((Box(s) --> (((Box((((((⊥ --> ((q --> ⊥) --> (u --> ⊥))) --> ((((q --> ⊥) --> (u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (((⊥ --> Box(Box(y))) --> ((Box(Box(y)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),107
17,(w || ((u || s) || ((Diamond(q) <-> (Box(⊥) --> (t || z))) && w))),((w --> ⊥) --> ((((u --> ⊥) --> s) --> ⊥) --> ((((((Box((q --> ⊥)) --> ⊥) --> (Box(⊥) --> ((t --> ⊥) --> z))) --> (((Box(⊥) --> ((t --> ⊥) --> z)) --> (Box((q --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (w --> ⊥)) --> ⊥))),53
17,((!((u --> y)) || (r <-> !(v))) --> ((Diamond(y) && Diamond(v)) --> u)),(((((u --> y) --> ⊥) --> ⊥) --> (((r --> (v --> ⊥)) --> (((v --> ⊥) --> r) --> ⊥)) --> ⊥)) --> ((((Box((y --> ⊥)) --> ⊥) --> ((Box((v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> u)),43
17,Box(((Box(u) --> ((⊥ && Diamond(⊥)) --> z)) --> (u --> Box((w --> ⊥))))),Box(((Box(u) --> (((⊥ --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> z)) --> (u --> Box((w --> ⊥))))),25
